date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:11:09	136710/136710	---M--	200	added ('OK')	text/javascript	date:Tue,%2028%20May%202024%2022:56:08%20GMT	https://resources.blogblog.com/blogblog/data/res/2809677405-indie_compiled.js	C:/My%20Web%20Sites/darkness/resources.blogblog.com/blogblog/data/res/2809677405-indie_compiled.js	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:09	80479/80479	---MCZ	200	added ('OK')	text/html	date:Wed,%2029%20May%202024%2023:18:23%20GMT	https://playthedarkness.blogspot.com/2024/05/	C:/My%20Web%20Sites/darkness/playthedarkness.blogspot.com/2024/05/index.html	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:10	143019/143019	---M--	200	added ('OK')	text/javascript	date:Tue,%2028%20May%202024%2017:54:49%20GMT	https://www.blogger.com/static/v1/widgets/477621047-widgets.js	C:/My%20Web%20Sites/darkness/www.blogger.com/static/v1/widgets/477621047-widgets.js	(from https://playthedarkness.blogspot.com/2024/05/play.html)
23:11:10	23316/23316	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-5b14%22	https://static.itch.io/fonts/lato-v14-latin-regular.woff2	C:/My%20Web%20Sites/darkness/static.itch.io/fonts/lato-v14-latin-regular.woff2	(from https://static.itch.io/game.css?1652314858)
23:11:10	28412/28412	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-6efc%22	https://static.itch.io/fonts/lato-v14-latin-regular.woff	C:/My%20Web%20Sites/darkness/static.itch.io/fonts/lato-v14-latin-regular.woff	(from https://static.itch.io/game.css?1652314858)
23:11:10	24192/24192	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-5e80%22	https://static.itch.io/fonts/lato-v14-latin-italic.woff2	C:/My%20Web%20Sites/darkness/static.itch.io/fonts/lato-v14-latin-italic.woff2	(from https://static.itch.io/game.css?1652314858)
23:11:11	29600/29600	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-73a0%22	https://static.itch.io/fonts/lato-v14-latin-italic.woff	C:/My%20Web%20Sites/darkness/static.itch.io/fonts/lato-v14-latin-italic.woff	(from https://static.itch.io/game.css?1652314858)
23:11:11	22820/22820	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-5924%22	https://static.itch.io/fonts/lato-v14-latin-700.woff2	C:/My%20Web%20Sites/darkness/static.itch.io/fonts/lato-v14-latin-700.woff2	(from https://static.itch.io/game.css?1652314858)
23:11:11	27848/27848	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-6cc8%22	https://static.itch.io/fonts/lato-v14-latin-700.woff	C:/My%20Web%20Sites/darkness/static.itch.io/fonts/lato-v14-latin-700.woff	(from https://static.itch.io/game.css?1652314858)
23:11:11	22352/22352	---MCZ	200	added ('OK')	text/plain	etag:W/%225b090b69-5750%22	https://static.itch.io/fonts/lato-v14-latin-900.woff2	C:/My%20Web%20Sites/darkness/static.itch.io/fonts/lato-v14-latin-900.woff2	(from https://static.itch.io/game.css?1652314858)
